study_accession,sample_accession,analysis_accession,generated_ftp,sample_title
PRJEB45963,SAMEA2205261,ERZ3165690,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165690/contig.fa.gz,11679_4#56
PRJEB45963,SAMEA2205268,ERZ3165691,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165691/contig.fa.gz,11657_5#66
PRJEB45963,SAMEA2205262,ERZ3165692,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165692/contig.fa.gz,11679_5#48
PRJEB45963,SAMEA2205265,ERZ3165693,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165693/contig.fa.gz,11679_6#57
PRJEB45963,SAMEA2205266,ERZ3165694,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165694/contig.fa.gz,11791_3#61
PRJEB45963,SAMEA2205273,ERZ3165696,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165696/contig.fa.gz,11658_3#49
PRJEB45963,SAMEA2205271,ERZ3165697,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165697/contig.fa.gz,11679_6#58
PRJEB45963,SAMEA2205275,ERZ3165698,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165698/contig.fa.gz,11657_7#61
PRJEB45963,SAMEA2205277,ERZ3165699,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165699/contig.fa.gz,11657_7#62
PRJEB45963,SAMEA2205270,ERZ3165700,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165700/contig.fa.gz,11657_6#60
PRJEB45963,SAMEA2205274,ERZ3165701,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165701/contig.fa.gz,11657_5#68
PRJEB45963,SAMEA2205276,ERZ3165702,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165702/contig.fa.gz,11658_3#50
PRJEB45963,SAMEA2205272,ERZ3165703,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165703/contig.fa.gz,11658_3#48
PRJEB45963,SAMEA2205278,ERZ3165704,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165704/contig.fa.gz,11679_7#46
PRJEB45963,SAMEA2205279,ERZ3165705,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165705/contig.fa.gz,11658_3#51
PRJEB45963,SAMEA2205281,ERZ3165706,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165706/contig.fa.gz,11679_5#49
PRJEB45963,SAMEA2205286,ERZ3165707,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165707/contig.fa.gz,11657_5#70
PRJEB45963,SAMEA2205285,ERZ3165708,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165708/contig.fa.gz,11657_5#69
PRJEB45963,SAMEA2205287,ERZ3165709,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165709/contig.fa.gz,11658_4#65
PRJEB45963,SAMEA2205283,ERZ3165710,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165710/contig.fa.gz,11657_6#62
PRJEB45963,SAMEA2205280,ERZ3165711,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165711/contig.fa.gz,11657_6#61
PRJEB45963,SAMEA2205282,ERZ3165712,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165712/contig.fa.gz,11658_3#52
PRJEB45963,SAMEA2205284,ERZ3165713,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165713/contig.fa.gz,11679_6#59
PRJEB45963,SAMEA2205288,ERZ3165714,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165714/contig.fa.gz,11679_5#50
PRJEB45963,SAMEA2205289,ERZ3165715,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165715/contig.fa.gz,11791_3#62
PRJEB45963,SAMEA2205290,ERZ3165716,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165716/contig.fa.gz,11791_6#24
PRJEB45963,SAMEA2205291,ERZ3165717,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165717/contig.fa.gz,11658_4#66
PRJEB45963,SAMEA2205292,ERZ3165718,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165718/contig.fa.gz,11679_7#47
PRJEB45963,SAMEA2205293,ERZ3165719,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165719/contig.fa.gz,11679_7#48
PRJEB45963,SAMEA2205296,ERZ3165720,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165720/contig.fa.gz,11657_6#64
PRJEB45963,SAMEA2205295,ERZ3165721,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165721/contig.fa.gz,11679_7#49
PRJEB45963,SAMEA2205294,ERZ3165722,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165722/contig.fa.gz,11657_6#63
PRJEB45963,SAMEA2205297,ERZ3165723,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165723/contig.fa.gz,11679_4#57
PRJEB45963,SAMEA2205298,ERZ3165725,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165725/contig.fa.gz,11657_7#63
PRJEB45963,SAMEA2205299,ERZ3165727,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165727/contig.fa.gz,11679_6#60
PRJEB45963,SAMEA2205301,ERZ3165729,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165729/contig.fa.gz,11657_7#65
PRJEB45963,SAMEA2205303,ERZ3165730,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165730/contig.fa.gz,11658_4#67
PRJEB45963,SAMEA2205304,ERZ3165731,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165731/contig.fa.gz,11679_7#50
PRJEB45963,SAMEA2205300,ERZ3165732,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165732/contig.fa.gz,11657_7#64
PRJEB45963,SAMEA2205302,ERZ3165733,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165733/contig.fa.gz,11658_3#53
PRJEB45963,SAMEA2205306,ERZ3165734,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165734/contig.fa.gz,11791_6#25
PRJEB45963,SAMEA2205305,ERZ3165735,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165735/contig.fa.gz,11679_5#51
PRJEB45963,SAMEA2205307,ERZ3165737,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165737/contig.fa.gz,11679_5#52
PRJEB45963,SAMEA2205308,ERZ3165739,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165739/contig.fa.gz,11679_7#51
PRJEB45963,SAMEA2205310,ERZ3165742,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165742/contig.fa.gz,11679_5#54
PRJEB45963,SAMEA2205312,ERZ3165743,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165743/contig.fa.gz,11679_5#55
PRJEB45963,SAMEA2205314,ERZ3165744,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165744/contig.fa.gz,11658_4#68
PRJEB45963,SAMEA2205311,ERZ3165745,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165745/contig.fa.gz,11657_6#65
PRJEB45963,SAMEA2205313,ERZ3165746,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165746/contig.fa.gz,11658_7#71
PRJEB45963,SAMEA2205316,ERZ3165747,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165747/contig.fa.gz,11679_4#58
PRJEB45963,SAMEA2205315,ERZ3165748,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165748/contig.fa.gz,11679_7#52
PRJEB45963,SAMEA2205309,ERZ3165749,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165749/contig.fa.gz,11679_5#53
PRJEB45963,SAMEA2205317,ERZ3165750,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165750/contig.fa.gz,11679_8#68
PRJEB45963,SAMEA2205319,ERZ3165754,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165754/contig.fa.gz,11791_3#63
PRJEB45963,SAMEA2205321,ERZ3165755,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165755/contig.fa.gz,11658_3#56
PRJEB45963,SAMEA2205325,ERZ3165756,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165756/contig.fa.gz,11679_4#60
PRJEB45963,SAMEA2205318,ERZ3165758,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165758/contig.fa.gz,11658_3#54
PRJEB45963,SAMEA2205324,ERZ3165759,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165759/contig.fa.gz,11679_4#59
PRJEB45963,SAMEA2205326,ERZ3165760,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165760/contig.fa.gz,11679_4#61
PRJEB45963,SAMEA2205323,ERZ3165761,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165761/contig.fa.gz,11679_5#56
PRJEB45963,SAMEA2205322,ERZ3165762,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165762/contig.fa.gz,11679_6#61
PRJEB45963,SAMEA2205320,ERZ3165763,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165763/contig.fa.gz,11658_3#55
PRJEB45963,SAMEA2205327,ERZ3165766,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165766/contig.fa.gz,11679_4#62
PRJEB45963,SAMEA2205329,ERZ3165767,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165767/contig.fa.gz,11791_6#26
PRJEB45963,SAMEA2205328,ERZ3165768,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165768/contig.fa.gz,11657_6#66
PRJEB45963,SAMEA2205330,ERZ3165770,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165770/contig.fa.gz,11658_3#57
PRJEB45963,SAMEA2205332,ERZ3165771,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165771/contig.fa.gz,11679_7#53
PRJEB45963,SAMEA2205331,ERZ3165772,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165772/contig.fa.gz,11679_6#62
PRJEB45963,SAMEA2205335,ERZ3165773,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165773/contig.fa.gz,11657_7#67
PRJEB45963,SAMEA2205333,ERZ3165774,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165774/contig.fa.gz,11679_6#63
PRJEB45963,SAMEA2205334,ERZ3165775,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165775/contig.fa.gz,11657_7#66
PRJEB45963,SAMEA2205337,ERZ3165777,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165777/contig.fa.gz,11657_5#71
PRJEB45963,SAMEA2205336,ERZ3165778,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165778/contig.fa.gz,11679_8#69
PRJEB45963,SAMEA2205338,ERZ3165780,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165780/contig.fa.gz,11657_6#67
PRJEB45963,SAMEA2205339,ERZ3165782,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165782/contig.fa.gz,11657_7#68
PRJEB45963,SAMEA2205340,ERZ3165783,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165783/contig.fa.gz,11658_3#58
PRJEB45963,SAMEA2205342,ERZ3165784,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165784/contig.fa.gz,11679_5#57
PRJEB45963,SAMEA2205344,ERZ3165785,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165785/contig.fa.gz,11657_6#68
PRJEB45963,SAMEA2205343,ERZ3165786,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165786/contig.fa.gz,11658_7#72
PRJEB45963,SAMEA2205345,ERZ3165787,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165787/contig.fa.gz,11658_5#91
PRJEB45963,SAMEA2205346,ERZ3165788,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165788/contig.fa.gz,11657_7#69
PRJEB45963,SAMEA2205341,ERZ3165790,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165790/contig.fa.gz,11679_7#54
PRJEB45963,SAMEA2205347,ERZ3165791,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165791/contig.fa.gz,11658_3#59
PRJEB45963,SAMEA2205348,ERZ3165793,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165793/contig.fa.gz,11679_6#64
PRJEB45963,SAMEA2205349,ERZ3165794,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165794/contig.fa.gz,11679_4#63
PRJEB45963,SAMEA2205350,ERZ3165795,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165795/contig.fa.gz,11658_4#69
PRJEB45963,SAMEA2205351,ERZ3165797,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165797/contig.fa.gz,11679_7#55
PRJEB45963,SAMEA2205353,ERZ3165798,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165798/contig.fa.gz,11679_6#65
PRJEB45963,SAMEA2205356,ERZ3165799,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165799/contig.fa.gz,11658_3#60
PRJEB45963,SAMEA2205354,ERZ3165800,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165800/contig.fa.gz,11679_6#66
PRJEB45963,SAMEA2205357,ERZ3165801,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165801/contig.fa.gz,11679_6#67
PRJEB45963,SAMEA2205355,ERZ3165802,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165802/contig.fa.gz,11679_5#58
PRJEB45963,SAMEA2205358,ERZ3165804,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165804/contig.fa.gz,11679_7#56
PRJEB45963,SAMEA2205359,ERZ3165805,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165805/contig.fa.gz,11658_4#70
PRJEB45963,SAMEA2205361,ERZ3165807,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165807/contig.fa.gz,11679_7#57
PRJEB45963,SAMEA2205360,ERZ3165808,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165808/contig.fa.gz,11657_5#72
PRJEB45963,SAMEA2205362,ERZ3165810,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165810/contig.fa.gz,11679_6#68
PRJEB45963,SAMEA2205363,ERZ3165812,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165812/contig.fa.gz,11658_4#71
PRJEB45963,SAMEA2205365,ERZ3165813,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165813/contig.fa.gz,11679_5#59
PRJEB45963,SAMEA2205366,ERZ3165814,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165814/contig.fa.gz,11657_7#70
PRJEB45963,SAMEA2205368,ERZ3165815,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165815/contig.fa.gz,11657_7#71
PRJEB45963,SAMEA2205367,ERZ3165816,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165816/contig.fa.gz,11791_7#63
PRJEB45963,SAMEA2205364,ERZ3165817,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165817/contig.fa.gz,11679_4#64
PRJEB45963,SAMEA2205369,ERZ3165819,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165819/contig.fa.gz,11791_6#27
PRJEB45963,SAMEA2205370,ERZ3165820,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165820/contig.fa.gz,11658_4#72
PRJEB45963,SAMEA2205371,ERZ3165821,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165821/contig.fa.gz,11658_3#61
PRJEB45963,SAMEA2205374,ERZ3165824,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165824/contig.fa.gz,11657_7#72
PRJEB45963,SAMEA2205373,ERZ3165825,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165825/contig.fa.gz,11679_7#58
PRJEB45963,SAMEA2205378,ERZ3165826,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165826/contig.fa.gz,11658_3#62
PRJEB45963,SAMEA2205375,ERZ3165827,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165827/contig.fa.gz,11658_4#73
PRJEB45963,SAMEA2205376,ERZ3165828,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165828/contig.fa.gz,11679_4#66
PRJEB45963,SAMEA2205377,ERZ3165829,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165829/contig.fa.gz,11657_5#73
PRJEB45963,SAMEA2205380,ERZ3165830,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165830/contig.fa.gz,11679_7#59
PRJEB45963,SAMEA2205379,ERZ3165831,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165831/contig.fa.gz,11657_6#69
PRJEB45963,SAMEA2205382,ERZ3165834,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165834/contig.fa.gz,11679_4#67
PRJEB45963,SAMEA2205383,ERZ3165835,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165835/contig.fa.gz,11658_3#64
PRJEB45963,SAMEA2205387,ERZ3165838,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165838/contig.fa.gz,11679_6#69
PRJEB45963,SAMEA2205385,ERZ3165839,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165839/contig.fa.gz,11658_5#92
PRJEB45963,SAMEA2205386,ERZ3165840,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165840/contig.fa.gz,11657_7#73
PRJEB45963,SAMEA2205389,ERZ3165841,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165841/contig.fa.gz,11679_5#61
PRJEB45963,SAMEA2205388,ERZ3165842,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165842/contig.fa.gz,11658_3#65
PRJEB45963,SAMEA2205392,ERZ3165845,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165845/contig.fa.gz,11657_5#74
PRJEB45963,SAMEA2205384,ERZ3165846,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165846/contig.fa.gz,11679_5#60
PRJEB45963,SAMEA2205391,ERZ3165847,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165847/contig.fa.gz,11791_7#64
PRJEB45963,SAMEA2205390,ERZ3165848,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165848/contig.fa.gz,11679_5#62
PRJEB45963,SAMEA2205393,ERZ3165849,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165849/contig.fa.gz,11658_6#91
PRJEB45963,SAMEA2205396,ERZ3165850,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165850/contig.fa.gz,11657_7#74
PRJEB45963,SAMEA2205395,ERZ3165851,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165851/contig.fa.gz,11679_7#60
PRJEB45963,SAMEA2205397,ERZ3165852,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165852/contig.fa.gz,11657_7#75
PRJEB45963,SAMEA2205394,ERZ3165853,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165853/contig.fa.gz,11679_5#63
PRJEB45963,SAMEA2205398,ERZ3165856,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165856/contig.fa.gz,11657_7#76
PRJEB45963,SAMEA2205400,ERZ3165857,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165857/contig.fa.gz,11657_7#77
PRJEB45963,SAMEA2205399,ERZ3165858,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165858/contig.fa.gz,11658_7#73
PRJEB45963,SAMEA2205401,ERZ3165859,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165859/contig.fa.gz,11658_8#93
PRJEB45963,SAMEA2205406,ERZ3165861,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165861/contig.fa.gz,11657_7#78
PRJEB45963,SAMEA2205402,ERZ3165862,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165862/contig.fa.gz,11679_8#70
PRJEB45963,SAMEA2205404,ERZ3165863,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165863/contig.fa.gz,11679_7#61
PRJEB45963,SAMEA2205405,ERZ3165864,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165864/contig.fa.gz,11657_5#75
PRJEB45963,SAMEA2205403,ERZ3165865,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165865/contig.fa.gz,11679_8#71
PRJEB45963,SAMEA2205407,ERZ3165868,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165868/contig.fa.gz,11658_6#92
PRJEB45963,SAMEA2205408,ERZ3165869,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165869/contig.fa.gz,11679_6#70
PRJEB45963,SAMEA2205409,ERZ3165871,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165871/contig.fa.gz,11658_4#74
PRJEB45963,SAMEA2205411,ERZ3165872,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165872/contig.fa.gz,11679_7#62
PRJEB45963,SAMEA2205412,ERZ3165873,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165873/contig.fa.gz,11679_4#68
PRJEB45963,SAMEA2205415,ERZ3165874,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165874/contig.fa.gz,11658_8#94
PRJEB45963,SAMEA2205410,ERZ3165875,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165875/contig.fa.gz,11679_8#72
PRJEB45963,SAMEA2205413,ERZ3165877,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165877/contig.fa.gz,11679_4#69
PRJEB45963,SAMEA2205414,ERZ3165878,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165878/contig.fa.gz,11657_7#79
PRJEB45963,SAMEA2205417,ERZ3165879,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165879/contig.fa.gz,11658_5#93
PRJEB45963,SAMEA2205416,ERZ3165880,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165880/contig.fa.gz,11791_3#64
PRJEB45963,SAMEA2205421,ERZ3165884,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165884/contig.fa.gz,11657_7#80
PRJEB45963,SAMEA2205418,ERZ3165885,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165885/contig.fa.gz,11657_6#70
PRJEB45963,SAMEA2205424,ERZ3165886,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165886/contig.fa.gz,11679_7#64
PRJEB45963,SAMEA2205420,ERZ3165887,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165887/contig.fa.gz,11679_5#64
PRJEB45963,SAMEA2205419,ERZ3165888,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165888/contig.fa.gz,11679_7#63
PRJEB45963,SAMEA2205422,ERZ3165889,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165889/contig.fa.gz,11658_4#75
PRJEB45963,SAMEA2205423,ERZ3165890,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165890/contig.fa.gz,11791_6#28
PRJEB45963,SAMEA2205425,ERZ3165891,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165891/contig.fa.gz,11658_6#93
PRJEB45963,SAMEA2205426,ERZ3165892,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165892/contig.fa.gz,11658_4#76
PRJEB45963,SAMEA2205428,ERZ3165896,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165896/contig.fa.gz,11658_4#77
PRJEB45963,SAMEA2205431,ERZ3165897,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165897/contig.fa.gz,11679_4#70
PRJEB45963,SAMEA2205432,ERZ3165898,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165898/contig.fa.gz,11679_5#65
PRJEB45963,SAMEA2205433,ERZ3165899,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165899/contig.fa.gz,11679_4#71
PRJEB45963,SAMEA2205435,ERZ3165900,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165900/contig.fa.gz,11791_3#65
PRJEB45963,SAMEA2205429,ERZ3165901,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165901/contig.fa.gz,11791_6#29
PRJEB45963,SAMEA2205427,ERZ3165902,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165902/contig.fa.gz,11658_7#74
PRJEB45963,SAMEA2205434,ERZ3165903,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165903/contig.fa.gz,11658_3#66
PRJEB45963,SAMEA2205430,ERZ3165904,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165904/contig.fa.gz,11657_5#76
PRJEB45963,SAMEA2205439,ERZ3165908,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165908/contig.fa.gz,11679_7#66
PRJEB45963,SAMEA2205442,ERZ3165909,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165909/contig.fa.gz,11658_4#78
PRJEB45963,SAMEA2205444,ERZ3165910,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165910/contig.fa.gz,11658_4#79
PRJEB45963,SAMEA2205438,ERZ3165911,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165911/contig.fa.gz,11679_7#65
PRJEB45963,SAMEA2205437,ERZ3165912,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165912/contig.fa.gz,11658_3#67
PRJEB45963,SAMEA2205443,ERZ3165913,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165913/contig.fa.gz,11679_6#72
