study_accession,sample_accession,analysis_accession,generated_ftp,sample_title
PRJEB45963,SAMEA2204663,ERZ3164882,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164882/contig.fa.gz,11679_8#14
PRJEB45963,SAMEA2204661,ERZ3164883,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164883/contig.fa.gz,11658_4#26
PRJEB45963,SAMEA2204664,ERZ3164885,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164885/contig.fa.gz,11657_6#28
PRJEB45963,SAMEA2204665,ERZ3164887,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164887/contig.fa.gz,11657_7#27
PRJEB45963,SAMEA2204666,ERZ3164888,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164888/contig.fa.gz,11657_6#29
PRJEB45963,SAMEA2204668,ERZ3164890,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164890/contig.fa.gz,11679_4#17
PRJEB45963,SAMEA2204669,ERZ3164891,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164891/contig.fa.gz,11679_7#17
PRJEB45963,SAMEA2204671,ERZ3164892,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164892/contig.fa.gz,11679_4#19
PRJEB45963,SAMEA2204667,ERZ3164893,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164893/contig.fa.gz,11679_6#20
PRJEB45963,SAMEA2204670,ERZ3164894,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164894/contig.fa.gz,11679_4#18
PRJEB45963,SAMEA2204672,ERZ3164895,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164895/contig.fa.gz,11679_6#21
PRJEB45963,SAMEA2204673,ERZ3164897,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164897/contig.fa.gz,11657_5#25
PRJEB45963,SAMEA2204674,ERZ3164899,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164899/contig.fa.gz,11657_6#30
PRJEB45963,SAMEA2204675,ERZ3164900,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164900/contig.fa.gz,11658_3#22
PRJEB45963,SAMEA2204679,ERZ3164904,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164904/contig.fa.gz,11679_7#18
PRJEB45963,SAMEA2204678,ERZ3164905,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164905/contig.fa.gz,11679_4#20
PRJEB45963,SAMEA2204681,ERZ3164907,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164907/contig.fa.gz,11658_3#23
PRJEB45963,SAMEA2204680,ERZ3164908,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164908/contig.fa.gz,11658_4#27
PRJEB45963,SAMEA2204676,ERZ3164909,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164909/contig.fa.gz,11657_5#26
PRJEB45963,SAMEA2204677,ERZ3164910,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164910/contig.fa.gz,11657_7#28
PRJEB45963,SAMEA2204682,ERZ3164911,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164911/contig.fa.gz,11679_4#21
PRJEB45963,SAMEA2204683,ERZ3164912,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164912/contig.fa.gz,11658_3#24
PRJEB45963,SAMEA2204684,ERZ3164913,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164913/contig.fa.gz,11791_3#6
PRJEB45963,SAMEA2204685,ERZ3164915,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164915/contig.fa.gz,11679_7#19
PRJEB45963,SAMEA2204686,ERZ3164916,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164916/contig.fa.gz,11679_5#15
PRJEB45963,SAMEA2204689,ERZ3164919,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164919/contig.fa.gz,11657_5#27
PRJEB45963,SAMEA2204692,ERZ3164920,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164920/contig.fa.gz,11658_7#40
PRJEB45963,SAMEA2204690,ERZ3164921,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164921/contig.fa.gz,11657_7#30
PRJEB45963,SAMEA2204688,ERZ3164922,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164922/contig.fa.gz,11657_7#29
PRJEB45963,SAMEA2204691,ERZ3164924,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164924/contig.fa.gz,11658_8#56
PRJEB45963,SAMEA2204693,ERZ3164925,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164925/contig.fa.gz,11658_4#28
PRJEB45963,SAMEA2204687,ERZ3164926,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164926/contig.fa.gz,11679_5#16
PRJEB45963,SAMEA2204695,ERZ3164927,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164927/contig.fa.gz,11658_6#57
PRJEB45963,SAMEA2204694,ERZ3164928,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164928/contig.fa.gz,11657_5#28
PRJEB45963,SAMEA2204696,ERZ3164930,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164930/contig.fa.gz,11791_6#11
PRJEB45963,SAMEA2204698,ERZ3164932,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164932/contig.fa.gz,11658_8#57
PRJEB45963,SAMEA2204699,ERZ3164933,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164933/contig.fa.gz,11658_7#41
PRJEB45963,SAMEA2204697,ERZ3164934,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164934/contig.fa.gz,11679_7#20
PRJEB45963,SAMEA2204701,ERZ3164936,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164936/contig.fa.gz,11658_5#58
PRJEB45963,SAMEA2204700,ERZ3164938,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164938/contig.fa.gz,11658_7#42
PRJEB45963,SAMEA2204703,ERZ3164939,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164939/contig.fa.gz,11658_7#43
PRJEB45963,SAMEA2204704,ERZ3164940,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164940/contig.fa.gz,11657_7#31
PRJEB45963,SAMEA2204702,ERZ3164941,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164941/contig.fa.gz,11658_4#29
PRJEB45963,SAMEA2204705,ERZ3164943,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164943/contig.fa.gz,11791_7#37
PRJEB45963,SAMEA2204708,ERZ3164944,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164944/contig.fa.gz,11658_6#58
PRJEB45963,SAMEA2204706,ERZ3164945,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164945/contig.fa.gz,11658_5#59
PRJEB45963,SAMEA2204707,ERZ3164946,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164946/contig.fa.gz,11791_7#38
PRJEB45963,SAMEA2204710,ERZ3164948,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164948/contig.fa.gz,11657_5#29
PRJEB45963,SAMEA2204711,ERZ3164949,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164949/contig.fa.gz,11657_5#30
PRJEB45963,SAMEA2204712,ERZ3164950,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164950/contig.fa.gz,11657_7#32
PRJEB45963,SAMEA2204709,ERZ3164951,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164951/contig.fa.gz,11658_5#60
PRJEB45963,SAMEA2204713,ERZ3164952,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164952/contig.fa.gz,11791_7#39
PRJEB45963,SAMEA2204716,ERZ3164957,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164957/contig.fa.gz,11658_6#59
PRJEB45963,SAMEA2204715,ERZ3164958,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164958/contig.fa.gz,11658_4#30
PRJEB45963,SAMEA2204717,ERZ3164959,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164959/contig.fa.gz,11658_4#31
PRJEB45963,SAMEA2204714,ERZ3164960,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164960/contig.fa.gz,11658_5#61
PRJEB45963,SAMEA2204718,ERZ3164962,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164962/contig.fa.gz,11658_7#44
PRJEB45963,SAMEA2204719,ERZ3164963,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164963/contig.fa.gz,11658_4#32
PRJEB45963,SAMEA2204722,ERZ3164964,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164964/contig.fa.gz,11791_7#40
PRJEB45963,SAMEA2204721,ERZ3164965,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164965/contig.fa.gz,11658_7#45
PRJEB45963,SAMEA2204720,ERZ3164966,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164966/contig.fa.gz,11679_8#15
PRJEB45963,SAMEA2204726,ERZ3164969,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164969/contig.fa.gz,11658_4#33
PRJEB45963,SAMEA2204724,ERZ3164970,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164970/contig.fa.gz,11658_8#58
PRJEB45963,SAMEA2204725,ERZ3164971,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164971/contig.fa.gz,11658_6#60
PRJEB45963,SAMEA2204723,ERZ3164972,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164972/contig.fa.gz,11791_7#41
PRJEB45963,SAMEA2204727,ERZ3164973,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164973/contig.fa.gz,11791_7#42
PRJEB45963,SAMEA2204731,ERZ3164974,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164974/contig.fa.gz,11658_6#61
PRJEB45963,SAMEA2204729,ERZ3164975,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164975/contig.fa.gz,11791_3#7
PRJEB45963,SAMEA2204730,ERZ3164976,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164976/contig.fa.gz,11658_7#46
PRJEB45963,SAMEA2204728,ERZ3164978,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164978/contig.fa.gz,11658_4#34
PRJEB45963,SAMEA2204732,ERZ3164980,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164980/contig.fa.gz,11658_7#47
PRJEB45963,SAMEA2204735,ERZ3164981,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164981/contig.fa.gz,11658_7#48
PRJEB45963,SAMEA2204734,ERZ3164982,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164982/contig.fa.gz,11658_6#62
PRJEB45963,SAMEA2204733,ERZ3164983,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164983/contig.fa.gz,11657_5#31
PRJEB45963,SAMEA2204737,ERZ3164985,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164985/contig.fa.gz,11679_8#16
PRJEB45963,SAMEA2204738,ERZ3164986,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164986/contig.fa.gz,11658_4#35
PRJEB45963,SAMEA2204739,ERZ3164987,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164987/contig.fa.gz,11657_5#33
PRJEB45963,SAMEA2204736,ERZ3164989,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164989/contig.fa.gz,11657_5#32
PRJEB45963,SAMEA2204740,ERZ3164990,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164990/contig.fa.gz,11658_8#59
PRJEB45963,SAMEA2204742,ERZ3164991,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164991/contig.fa.gz,11658_4#36
PRJEB45963,SAMEA2204743,ERZ3164992,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164992/contig.fa.gz,11791_6#12
PRJEB45963,SAMEA2204741,ERZ3164993,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164993/contig.fa.gz,11657_6#31
PRJEB45963,SAMEA2204744,ERZ3164994,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164994/contig.fa.gz,11791_3#8
PRJEB45963,SAMEA2204747,ERZ3164997,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164997/contig.fa.gz,11657_5#35
PRJEB45963,SAMEA2204745,ERZ3164998,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164998/contig.fa.gz,11657_5#34
PRJEB45963,SAMEA2204746,ERZ3164999,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164999/contig.fa.gz,11658_5#62
PRJEB45963,SAMEA2204752,ERZ3165000,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165000/contig.fa.gz,11679_4#22
PRJEB45963,SAMEA2204750,ERZ3165001,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165001/contig.fa.gz,11791_6#13
PRJEB45963,SAMEA2204749,ERZ3165002,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165002/contig.fa.gz,11658_4#37
PRJEB45963,SAMEA2204751,ERZ3165003,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165003/contig.fa.gz,11791_6#14
PRJEB45963,SAMEA2204748,ERZ3165004,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165004/contig.fa.gz,11658_5#63
PRJEB45963,SAMEA2204753,ERZ3165005,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165005/contig.fa.gz,11679_8#17
PRJEB45963,SAMEA2204755,ERZ3165008,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165008/contig.fa.gz,11791_3#9
PRJEB45963,SAMEA2204754,ERZ3165009,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165009/contig.fa.gz,11658_5#64
PRJEB45963,SAMEA2204756,ERZ3165010,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165010/contig.fa.gz,11658_7#49
PRJEB45963,SAMEA2204757,ERZ3165011,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165011/contig.fa.gz,11657_6#32
PRJEB45963,SAMEA2204761,ERZ3165012,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165012/contig.fa.gz,11791_6#15
PRJEB45963,SAMEA2204758,ERZ3165013,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165013/contig.fa.gz,11679_8#18
PRJEB45963,SAMEA2204762,ERZ3165014,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165014/contig.fa.gz,11657_7#33
PRJEB45963,SAMEA2204760,ERZ3165015,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165015/contig.fa.gz,11679_4#23
PRJEB45963,SAMEA2204759,ERZ3165016,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165016/contig.fa.gz,11679_5#17
PRJEB45963,SAMEA2204764,ERZ3165020,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165020/contig.fa.gz,11658_4#38
PRJEB45963,SAMEA2204763,ERZ3165021,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165021/contig.fa.gz,11791_3#10
PRJEB45963,SAMEA2204765,ERZ3165022,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165022/contig.fa.gz,11657_5#36
PRJEB45963,SAMEA2204769,ERZ3165023,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165023/contig.fa.gz,11791_6#16
PRJEB45963,SAMEA2204767,ERZ3165024,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165024/contig.fa.gz,11679_6#22
PRJEB45963,SAMEA2204766,ERZ3165025,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165025/contig.fa.gz,11657_5#37
PRJEB45963,SAMEA2204770,ERZ3165026,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165026/contig.fa.gz,11791_3#11
PRJEB45963,SAMEA2204771,ERZ3165027,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165027/contig.fa.gz,11658_5#65
PRJEB45963,SAMEA2204768,ERZ3165028,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165028/contig.fa.gz,11657_7#34
PRJEB45963,SAMEA2204774,ERZ3165032,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165032/contig.fa.gz,11657_5#38
PRJEB45963,SAMEA2204777,ERZ3165033,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165033/contig.fa.gz,11658_4#39
PRJEB45963,SAMEA2204781,ERZ3165034,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165034/contig.fa.gz,11791_7#44
PRJEB45963,SAMEA2204772,ERZ3165035,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165035/contig.fa.gz,11679_8#19
PRJEB45963,SAMEA2204776,ERZ3165036,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165036/contig.fa.gz,11679_6#23
PRJEB45963,SAMEA2204779,ERZ3165037,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165037/contig.fa.gz,11658_6#63
PRJEB45963,SAMEA2204780,ERZ3165038,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165038/contig.fa.gz,11658_7#51
PRJEB45963,SAMEA2204778,ERZ3165039,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165039/contig.fa.gz,11658_7#50
PRJEB45963,SAMEA2204775,ERZ3165040,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165040/contig.fa.gz,11679_4#24
PRJEB45963,SAMEA2204786,ERZ3165044,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165044/contig.fa.gz,11679_5#18
PRJEB45963,SAMEA2204784,ERZ3165045,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165045/contig.fa.gz,11657_6#33
PRJEB45963,SAMEA2204788,ERZ3165046,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165046/contig.fa.gz,11679_4#25
PRJEB45963,SAMEA2204792,ERZ3165047,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165047/contig.fa.gz,11679_6#25
PRJEB45963,SAMEA2204787,ERZ3165048,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165048/contig.fa.gz,11657_6#34
PRJEB45963,SAMEA2204789,ERZ3165049,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165049/contig.fa.gz,11679_8#21
PRJEB45963,SAMEA2204790,ERZ3165050,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165050/contig.fa.gz,11657_6#35
PRJEB45963,SAMEA2204791,ERZ3165051,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165051/contig.fa.gz,11679_6#24
PRJEB45963,SAMEA2204785,ERZ3165052,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165052/contig.fa.gz,11679_8#20
PRJEB45963,SAMEA2204793,ERZ3165055,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165055/contig.fa.gz,11658_3#25
PRJEB45963,SAMEA2204794,ERZ3165056,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165056/contig.fa.gz,11679_7#21
PRJEB45963,SAMEA2204797,ERZ3165058,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165058/contig.fa.gz,11791_3#13
PRJEB45963,SAMEA2204798,ERZ3165059,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165059/contig.fa.gz,11679_6#26
PRJEB45963,SAMEA2204796,ERZ3165060,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165060/contig.fa.gz,11658_3#26
PRJEB45963,SAMEA2204799,ERZ3165061,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165061/contig.fa.gz,11679_5#19
PRJEB45963,SAMEA2204795,ERZ3165062,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165062/contig.fa.gz,11791_3#12
PRJEB45963,SAMEA2204800,ERZ3165063,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165063/contig.fa.gz,11658_3#27
PRJEB45963,SAMEA2204801,ERZ3165064,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165064/contig.fa.gz,11679_8#22
PRJEB45963,SAMEA2204803,ERZ3165066,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165066/contig.fa.gz,11791_3#14
PRJEB45963,SAMEA2204802,ERZ3165067,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165067/contig.fa.gz,11679_5#20
PRJEB45963,SAMEA2204804,ERZ3165070,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165070/contig.fa.gz,11679_7#22
PRJEB45963,SAMEA2204807,ERZ3165071,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165071/contig.fa.gz,11658_4#40
PRJEB45963,SAMEA2204806,ERZ3165072,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165072/contig.fa.gz,11658_3#28
PRJEB45963,SAMEA2204808,ERZ3165073,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165073/contig.fa.gz,11791_6#17
PRJEB45963,SAMEA2204811,ERZ3165074,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165074/contig.fa.gz,11679_8#23
PRJEB45963,SAMEA2204809,ERZ3165075,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165075/contig.fa.gz,11791_3#15
PRJEB45963,SAMEA2204810,ERZ3165076,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165076/contig.fa.gz,11791_3#16
PRJEB45963,SAMEA2204805,ERZ3165077,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165077/contig.fa.gz,11679_5#21
PRJEB45963,SAMEA2204812,ERZ3165079,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165079/contig.fa.gz,11679_5#22
PRJEB45963,SAMEA2204814,ERZ3165082,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165082/contig.fa.gz,11791_3#17
PRJEB45963,SAMEA2204813,ERZ3165083,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165083/contig.fa.gz,11679_5#23
PRJEB45963,SAMEA2204815,ERZ3165086,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165086/contig.fa.gz,11679_8#24
PRJEB45963,SAMEA2204818,ERZ3165087,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165087/contig.fa.gz,11679_7#24
PRJEB45963,SAMEA2204819,ERZ3165088,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165088/contig.fa.gz,11657_6#36
PRJEB45963,SAMEA2204817,ERZ3165089,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165089/contig.fa.gz,11679_7#23
PRJEB45963,SAMEA2204816,ERZ3165090,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165090/contig.fa.gz,11679_8#25
PRJEB45963,SAMEA2204821,ERZ3165091,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165091/contig.fa.gz,11679_8#26
PRJEB45963,SAMEA2204822,ERZ3165093,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165093/contig.fa.gz,11658_3#29
PRJEB45963,SAMEA2204823,ERZ3165095,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165095/contig.fa.gz,11679_8#27
PRJEB45963,SAMEA2204825,ERZ3165097,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165097/contig.fa.gz,11791_3#18
PRJEB45963,SAMEA2204829,ERZ3165098,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165098/contig.fa.gz,11658_3#30
PRJEB45963,SAMEA2204828,ERZ3165099,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165099/contig.fa.gz,11679_8#29
PRJEB45963,SAMEA2204824,ERZ3165100,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165100/contig.fa.gz,11679_6#27
PRJEB45963,SAMEA2204827,ERZ3165101,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165101/contig.fa.gz,11791_3#19
PRJEB45963,SAMEA2204830,ERZ3165102,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165102/contig.fa.gz,11791_3#20
PRJEB45963,SAMEA2204831,ERZ3165105,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165105/contig.fa.gz,11679_4#26
PRJEB45963,SAMEA2204826,ERZ3165106,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165106/contig.fa.gz,11679_8#28
PRJEB45963,SAMEA2204832,ERZ3165107,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165107/contig.fa.gz,11679_6#28
PRJEB45963,SAMEA2204833,ERZ3165109,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165109/contig.fa.gz,11791_3#21
PRJEB45963,SAMEA2204835,ERZ3165110,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165110/contig.fa.gz,11791_3#23
PRJEB45963,SAMEA2204834,ERZ3165111,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165111/contig.fa.gz,11791_3#22
PRJEB45963,SAMEA2204837,ERZ3165112,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165112/contig.fa.gz,11679_6#29
PRJEB45963,SAMEA2204838,ERZ3165113,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165113/contig.fa.gz,11679_8#30
PRJEB45963,SAMEA2204836,ERZ3165114,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165114/contig.fa.gz,11657_7#35
PRJEB45963,SAMEA2204841,ERZ3165116,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3165116/contig.fa.gz,11679_8#31
